Size,Fast_CVaR,Slow_CVaR
86000005,2.049940877,111.33491766
86000005,4.90909193,112.797426058
86000005,2.932268961,98.855285445
86000005,5.018959824,90.532449405
86000005,3.414687511,83.583570776
86000005,4.256141571,102.150650244
86000005,4.488482816,94.716533236
86000005,3.745902264,107.991906833
86000005,5.179511754,108.306520107
86000005,2.24785974,109.856043952
87000005,4.711757583,111.367600406
87000005,4.3848952820000004,113.974619873
87000005,3.607237651,121.432824123
87000005,3.975761153,106.908661051
87000005,3.205308149,112.434239008
87000005,3.642440728,107.215529375
87000005,3.378898025,116.390739681
87000005,2.261044312,115.117377681
87000005,3.703824874,106.7727964
87000005,4.700655427,100.600278549
88000005,2.937176085,108.642395275
88000005,4.165958252,114.802550305
88000005,2.430543385,110.764015178
88000005,3.657442369,99.547903503
88000005,3.000340662,98.185706233
88000005,3.877887738,108.404031442
88000005,3.451768818,117.91634576
88000005,4.666324859,106.962978962
88000005,3.648358199,120.110253426
88000005,3.867599309,102.345689266
89000005,4.010584898,110.857739911
89000005,3.678494379,121.018567436
89000005,3.896908699,112.354589609
89000005,3.879258169,108.369587681
89000005,5.509431429,109.483922774
89000005,6.844735022,106.407782203
89000005,4.172247128,97.270386832
89000005,3.370202233,91.819281102
89000005,3.29149475,76.673669303
89000005,2.998988846,71.83916738
90000005,2.8396286120000003,112.279950628
90000005,3.219719221,116.268850897
90000005,3.381216453,111.548795259
90000005,3.597068397,106.081361401
90000005,4.194509198,122.696117006
90000005,4.777436255,112.609514947
90000005,1.156379621,126.018013575
90000005,3.871905246,123.097073184
90000005,4.249334011,111.087830915
90000005,4.088551038,109.97738467799999
91000005,6.047292349,106.477151148
91000005,4.764662292,110.593052231
91000005,3.949926521,111.959484296
91000005,3.650021558,106.502786666
91000005,4.807959062,109.062636839
91000005,4.303546384,139.426822304
91000005,2.875236117,123.694955755
91000005,5.818698024,105.247693836
91000005,4.237844519,112.564861845
91000005,3.690033314,107.337180272
92000005,3.886925963,114.294050964
92000005,2.4770008519999998,110.125201778
92000005,3.444987517,102.641899679
92000005,4.406142087,95.597175549
92000005,4.186181618,95.765620515
92000005,3.399104129,114.850084942
92000005,6.049458642,82.583744735
92000005,2.216378787,89.559248778
92000005,7.132587857,81.51306821
92000005,5.232189488,78.933614943
93000005,5.824744085,117.844286879
93000005,4.848958349,116.573816955
93000005,3.620623462,116.983932634
93000005,3.608174339,110.455467353
93000005,5.755717241,116.41562379
93000005,7.843730827,115.226481282
93000005,2.623473159,109.346583938
93000005,5.408376517,116.822001959
93000005,4.325217597,120.667907936
93000005,4.725442734,115.427756281
94000005,5.743261626,122.76357678
94000005,2.395829528,117.373575231
94000005,5.399002874,118.780137374
94000005,3.219903176,128.567969979
94000005,6.28994669,111.601236971
94000005,4.1978505760000004,121.489505398
94000005,4.831082867,121.14598006
94000005,4.451971407,109.820834835
94000005,9.392620712,106.481593772
94000005,4.117857772,116.987887785
95000005,2.818983415,120.798533107
95000005,3.080825669,120.219754201
95000005,5.631096503,118.639389973
95000005,4.835066651,113.049686577
95000005,5.530079893,119.663192231
95000005,5.137462917,118.518064599
95000005,4.732650514,115.963281158
95000005,3.945248264,119.386346153
95000005,4.261932965,112.512091346
95000005,4.560587211,115.923815178
96000005,5.139236403,127.250651834
96000005,3.247611331,131.865473151
96000005,3.66706035,121.374711634
96000005,5.341160601,129.056623173
96000005,3.8634629289999998,96.303592153
96000005,4.463377972,98.637965358
96000005,4.550607251,79.619025502
96000005,2.474927303,95.834069042
96000005,4.033334461,88.759272943
96000005,6.373733129,85.035334579
97000005,6.952671584,121.787924594
97000005,3.491060944,119.110301738
97000005,5.103784742,123.785292232
97000005,5.817711473,120.795242664
97000005,3.85764178,122.307415325
97000005,5.476335327,138.961528028
97000005,4.612284938,108.277329339
97000005,3.438148007,112.696723727
97000005,5.505039942,110.423166362
97000005,5.425907632,87.695165971
98000005,4.536092563,125.131396916
98000005,4.103210487,125.498776891
98000005,4.436898832,134.03116684
98000005,4.318717362,114.660888491
98000005,3.963043998,98.964609538
98000005,2.636189765,130.183578469
98000005,4.496507549,111.611960657
98000005,4.32863605,116.540138489
98000005,5.477578229,99.41146141
98000005,1.9585689469999998,90.070153052
99000005,5.77928436,124.914209518
99000005,3.832867087,97.341297981
99000005,5.039292495,98.771787116
99000005,2.266917599,100.401364107
99000005,4.081224025,93.05310743
99000005,3.520119622,116.123373427
99000005,2.014105324,105.227561069
99000005,2.733575424,105.99710538
99000005,6.277561887,107.303915634
99000005,1.854002398,108.10379637
